Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
73128.7834684686,0.6677808126642371,0.5340402268622355,0.44088213894866324,-1.1830299592352236,0.2723490867492664,1.0680074772301238,-0.2609215412202451,0.9774280623608238,0.5452267185212277,0.8276728425567058,0.050936486557080954,0.8865855612174934,-1.4646816134206393,0.0331457201733783,0.7130148610775204,0.29629952624595357,1.0956236560040364,-0.15709882519614551,-0.547455273005058,-1.6390749991623594,-0.27296650037289805,0.5168749468199618,0.7610085137491102,-1.3991855816560208,1.1753251263266327,-0.9744208211297134,-0.1211481412946626,-0.5688163816575398,30.11,0
100436.68383964764,0.07329579352648175,-0.328920965680554,-0.9329676322655271,-0.22141048802024532,-1.3146147779691062,-1.271814661565109,-1.282053791900146,1.6713246009194715,0.4056240037619178,0.5958570524183764,0.011260967478881256,0.5062821339863407,1.1758459412813125,0.4078194169483068,1.6403300265258556,-0.03718540490946725,0.5989125586419655,0.7040131328484895,-0.9320451485257982,0.042740965109547016,-1.841421305735764,-0.12987462931271052,-0.2791175690205619,-0.3389484590961753,-0.4075139037393977,0.5119742533438816,-0.8858309686698803,1.859990286189816,38.86,0
122640.4142056437,0.2113769395668552,-0.22869026811987167,-0.9680251109813667,0.6269399508790463,-0.2806165144369671,-0.09428228144953203,-1.671193924615953,-0.4346792744227058,-0.5684972333279575,0.41856280898783205,-0.2676463588773198,-2.648872986138112,-0.4150120738238651,-1.4544834339149273,-1.0428449211072408,1.00388457866806,-1.6889837298150372,0.2948436336170601,-0.5072202586560463,-0.7000352416146794,-0.9793238364723472,0.31952331215731383,0.43180497211504826,-1.7251498170059119,1.150524134535555,-1.1862641387832769,0.3886090982925568,-1.1809671900160463,8.35,0
61218.80525534869,-1.2616068747216234,-0.4423480511189051,0.40600269165640335,-0.6264510243605412,-0.8086953154054325,-0.3382457837825317,1.090660885332474,1.1814013025187393,-0.7354468177922702,0.4605510946343112,-0.006411752877750488,-1.0082354924860506,-0.2970745132500433,-1.2642341879976393,1.1630552371530958,1.552472042655303,-0.41057308157409034,-0.6490793125443132,1.0545944376485756,1.216148940980018,-1.1144114018925153,-0.1480446687526502,-0.05893838787123415,-0.770776273654919,0.385981694087448,-0.6999453350839511,-0.5402607453563752,-0.10134272983504104,75.14,0
72056.61550345716,-0.6408254918268643,-4.772533191248412,-1.122244664307587,-3.638954772793465,-0.502973034516791,-0.76940354517067,-1.4919017047321326,-0.5535378647227029,1.115259797448227,2.3280741028982153,-0.1823066269480386,-1.5561516598516143,-0.6873940565484972,6.057109796562791,0.8919598409083537,0.0772618270902363,-0.24805851136809923,1.3420887746399535,-0.6931922220748784,-0.4326924813493246,1.6072753138481193,-0.3755118400901018,-0.4666880413706303,-0.6624096763835309,-1.9323723880575374,1.0148319624955318,-0.04298840377632666,1.069656377073624,70.09,1
113092.09850693283,1.7038147826196066,0.8043442517467834,-1.4620208488761948,-0.5311027350228276,1.5409567313601042,0.45521715039868305,0.18188931760094634,0.2119609980384805,-0.08356139314828546,-0.5242429033716477,-0.8335887780360174,1.0103245724177512,0.23754539302335487,0.7070530999820835,0.5466889786946403,1.4087164652803053,0.45464251213034335,0.8236096027298797,0.16728303949626683,-0.9474438585699145,-0.2256169905519794,0.5899192992382776,0.6776727344639489,1.4510279632351402,-0.45992039051491723,0.22599823208412917,-0.1291549206081707,1.6243125419187334,97.68,0
43009.22612167535,-0.30308043552315356,1.5487104966609837,-0.9785735408649548,0.05182332760036592,0.4629659995461305,-0.8628006071763994,-0.6359142213913074,-0.713737579187603,1.4167268559880857,1.9143672770570879,0.11479253023656089,-0.2682185870427874,-0.5998410749932962,0.001746313450329094,-0.5502217514367896,-0.09703024235522073,0.4132328230039233,-0.40531294279036817,-0.1895880626140975,-0.18545448507230478,-0.3175634347261389,-0.441447877016211,0.762196602936806,-1.7707360289764424,1.5742798590012634,0.1355294632029971,0.6100175759865148,0.7250777831488756,27.7,0
45737.54379479854,-2.1020398359898294,0.6373547406690422,-0.6962473294452859,1.8821802936730196,0.2528060652952868,-0.7937954650871212,-0.2664947122195833,-0.7139314586655916,-0.30577697857007885,-0.3286476158895048,-0.7511558687010546,0.270063811582624,0.3912241634067323,-0.9963063912759672,-1.6582687630439978,0.3109564521495716,0.5319205511195337,0.7302167619612338,0.5511743815941278,1.5727167757369898,0.9970678869312632,2.679828196415576,3.1006471968329445,-1.7581025876447136,-2.1971386312358456,-0.0073912978467148135,0.5042324298803218,-0.0758850090057223,21.88,0
162725.1878151028,-0.7600101123432496,-0.15534477013300374,-0.7490860739575425,-0.3079877758311949,0.3481191951681248,-0.4808185808341719,-0.8597221156396521,-0.6968089714907754,1.3921360872278457,2.174943265355438,0.046113150466653416,0.7248964809178194,-0.9398996484170947,-0.5901610396314754,0.44994996256409,-2.3636359292907363,0.7726229729289201,-0.5645762567006182,-1.0778765871417968,0.3881728136515335,1.442437129361527,-0.31301551283152373,0.29213898343268857,0.4536817981586998,0.2400035737208693,-0.9966948704126989,0.22352062790311145,0.18416438236400728,8.66,0
90047.01112584681,0.19227012259332638,0.5439845313447714,0.06507906809798011,0.720727779316181,-2.172941383679116,-0.5860349527101134,0.8923309089036059,-0.8643530729705211,-1.0000590596448673,-0.12626818990532832,-0.017319030776585302,-0.5346969295724221,1.8435738344886565,0.28649075380289185,-0.902882881115051,-1.4395074379327757,0.40557654200246823,-0.9265787424755649,2.152619302412611,0.4279428042383947,0.5599719713724903,0.24868716853881256,1.1215694359067985,-2.395348694439995,-1.2032700339818299,1.0341380070154667,1.5005799118379979,-1.2352820261781197,11.01,0
104411.10388772868,-0.892467767981082,-0.3702773043839008,-1.7766336717733762,0.3811845198003289,-3.1018500303731154,0.8880195830034511,0.6152619511052647,1.601434794162049,2.1820771137221713,0.9357709596591994,-0.6274050333718487,2.1726223853954214,-1.1939332598444479,-1.902703632842048,1.8524639418421776,0.6015581832740385,-1.8758175566131423,-1.3553592019449745,0.5512850311008659,-0.8699648385306727,-0.7261488959021734,1.9664224338200638,2.1481941152303663,0.14676240385843167,-0.15049348775938795,0.9024551786632987,-0.5616066216414509,-2.230525167376863,9.66,0
76204.30125308812,0.6942312300572769,-1.2725516421260878,-0.8670219238577941,0.6114500787708956,-0.36771656321310003,-1.3973485088613788,-0.07097673450738928,-0.11897150612377119,0.17691498130890296,0.5292413209472995,0.46565135908335403,-0.7681730945085932,-0.4108284687128243,0.927788693287827,-0.5431848670430475,-0.3950920586590615,-1.504269080256179,-0.028680470101235818,0.34527046476055406,-1.9754932184469425,-1.0702503815931115,-1.4217277354933775,0.7883522370337428,-1.9123512734467163,-0.07868459711268497,0.7178621549455493,0.18782164911935137,-0.4399586634389518,61.58,0
